,sample,episode,number_of_iter
1284,250,150,6
1285,250,150,8
1286,250,150,8
1287,250,150,8
1288,250,150,7
1289,250,150,8
1290,250,150,8
1291,250,150,9
1292,250,150,7
1293,250,150,5
1294,250,150,6
1295,250,150,7
1296,250,150,7
1297,250,150,8
1298,250,150,7
1299,250,150,6
1300,250,150,6
1301,250,150,7
1302,250,150,6
1303,250,150,6
1304,250,150,4
1305,250,150,6
1306,250,150,8
1307,250,150,5
1308,250,150,7
1309,250,150,7
1310,250,150,8
1311,250,150,5
1312,250,150,7
1313,250,150,8
1314,250,150,6
1315,250,150,7
1316,250,150,5
1317,250,150,8
1318,250,150,7
1319,250,150,7
1320,250,150,8
1321,250,150,6
1322,250,150,8
1323,250,150,8
1324,250,150,6
1325,250,150,6
1326,250,150,8
1327,250,150,7
1328,250,150,3
1329,250,150,7
1330,250,150,6
1331,250,150,6
1332,250,150,8
1333,250,150,6
1334,250,150,8
1335,250,150,6
1336,250,150,7
1337,250,150,5
1338,250,150,6
1339,250,150,7
1340,250,150,6
1341,250,150,7
1342,250,150,7
1343,250,150,9
1344,250,150,9
1345,250,150,7
1346,250,150,6
1347,250,150,4
1348,250,150,7
1349,250,150,9
1350,250,150,6
1351,250,150,7
1352,250,150,6
1353,250,150,7
1354,250,150,6
1355,250,150,5
1356,250,150,6
1357,250,150,8
1358,250,150,5
1359,250,150,6
1360,250,150,6
1361,250,150,5
1362,250,150,10
1363,250,150,5
1364,250,150,7
1365,250,150,5
1366,250,150,5
1367,250,150,7
1368,250,150,7
1369,250,150,7
1370,250,150,5
1371,250,150,8
1372,250,150,7
1373,250,150,7
1374,250,150,7
1375,250,150,11
1376,250,150,6
1377,250,150,9
1378,250,150,5
1379,250,150,4
1380,250,150,7
1381,250,150,7
1382,250,150,6
1383,250,150,10
1384,250,150,8
1385,250,150,6
1386,250,150,7
1387,250,150,5
1388,250,150,8
1389,250,150,6
1390,250,150,6
1391,250,150,6
1392,250,150,5
1393,250,150,5
1394,250,150,6
1395,250,150,8
1396,250,150,7
1397,250,150,8
1398,250,150,7
1399,250,150,7
1400,250,150,7
1401,250,150,9
1402,250,150,7
1403,250,150,5
1404,250,150,6
1405,250,150,6
1406,250,150,7
1407,250,150,7
1408,250,150,7
1409,250,150,4
1410,250,150,7
1411,250,150,6
1412,250,150,7
1413,250,150,9
1414,250,150,7
1415,250,150,7
1416,250,150,6
1417,250,150,8
1418,250,150,8
1419,250,150,6
1420,250,150,7
1421,250,150,8
1422,250,150,7
1423,250,150,6
1424,250,150,8
1425,250,150,7
1426,250,150,5
1427,250,150,7
1428,250,150,7
1429,250,150,6
1430,250,150,6
1431,250,150,8
1432,250,150,6
1433,250,150,6
1434,250,150,7
1435,250,150,6
1436,250,150,6
1437,250,150,5
1438,250,150,9
1439,250,150,5
1440,250,150,6
1441,250,150,6
1442,250,150,6
1443,250,150,7
1444,250,150,4
1445,250,150,5
1446,250,150,8
1447,250,150,8
1448,250,150,6
1449,250,150,6
1450,250,150,7
1451,250,150,6
1452,250,150,11
1453,250,150,6
1454,250,150,7
1455,250,150,5
1456,250,150,7
1457,250,150,6
1458,250,150,5
1459,250,150,8
1460,250,150,9
1461,250,150,7
1462,250,150,10
1463,250,150,6
1464,250,150,6
1465,250,150,6
1466,250,150,6
1467,250,150,7
1468,250,150,5
1469,250,150,6
1470,250,150,6
1471,250,150,8
1472,250,150,6
1473,250,150,5
1474,250,150,5
1475,250,150,7
1476,250,150,6
1477,250,150,7
1478,250,150,6
1479,250,150,6
1480,250,150,5
1481,250,150,7
1482,250,150,8
1483,250,150,7
1484,250,150,5
1485,250,150,6
1486,250,150,6
1487,250,150,8
1488,250,150,5
1489,250,150,5
1490,250,150,6
1491,250,150,6
1492,250,150,8
1493,250,150,6
1494,250,150,7
1495,250,150,6
1496,250,150,6
1497,250,150,8
1498,250,150,7
1499,250,150,5
1500,250,160,6
1501,250,160,7
1502,250,160,5
1503,250,160,8
1504,250,160,6
1505,250,160,6
1506,250,160,7
1507,250,160,6
1508,250,160,6
1509,250,160,7
1510,250,160,4
1511,250,160,5
1512,250,160,8
1513,250,160,5
1514,250,160,6
1515,250,160,3
1516,250,160,6
1517,250,160,9
1518,250,160,8
1519,250,160,7
1520,250,160,6
1521,250,160,6
1522,250,160,4
1523,250,160,5
1524,250,160,8
1525,250,160,5
1526,250,160,6
1527,250,160,7
1528,250,160,5
1529,250,160,7
1530,250,160,6
1531,250,160,6
1532,250,160,7
1533,250,160,7
1534,250,160,5
1535,250,160,6
1536,250,160,7
1537,250,160,6
1538,250,160,7
1539,250,160,6
1540,250,160,6
1541,250,160,9
1542,250,160,7
1543,250,160,6
1544,250,160,5
1545,250,160,7
1546,250,160,6
1547,250,160,7
1548,250,160,7
1549,250,160,7
1550,250,160,7
1551,250,160,8
1552,250,160,7
1553,250,160,7
1554,250,160,6
1555,250,160,4
1556,250,160,7
1557,250,160,8
1558,250,160,8
1559,250,160,9
1560,250,160,7
1561,250,160,7
1562,250,160,7
1563,250,160,7
1564,250,160,5
1565,250,160,6
1566,250,160,5
1567,250,160,7
1568,250,160,4
1569,250,160,6
1570,250,160,6
1571,250,160,5
1572,250,160,6
1573,250,160,8
1574,250,160,7
1575,250,160,4
1576,250,160,5
1577,250,160,7
1578,250,160,7
1579,250,160,7
1580,250,160,5
1581,250,160,9
1582,250,160,7
1583,250,160,7
1584,250,160,7
1585,250,160,7
1586,250,160,7
1587,250,160,4
1588,250,160,6
1589,250,160,7
1590,250,160,7
1591,250,160,7
1592,250,160,8
1593,250,160,7
1594,250,160,5
1595,250,160,8
1596,250,160,6
1597,250,160,8
1598,250,160,7
1599,250,160,10
1600,250,160,8
1601,250,160,7
1602,250,160,5
1603,250,160,5
1604,250,160,6
1605,250,160,6
1606,250,160,5
1607,250,160,7
1608,250,160,7
1609,250,160,7
1610,250,160,8
1611,250,160,6
1612,250,160,6
1613,250,160,7
1614,250,160,5
1615,250,160,8
1616,250,160,3
1617,250,160,5
1618,250,160,7
1619,250,160,6
1620,250,160,6
1621,250,160,6
1622,250,160,7
1623,250,160,5
1624,250,160,5
1625,250,160,7
1626,250,160,6
1627,250,160,5
1628,250,160,4
1629,250,160,8
1630,250,160,7
1631,250,160,6
1632,250,160,5
1633,250,160,6
1634,250,160,8
1635,250,160,5
1636,250,160,8
1637,250,160,7
1638,250,160,6
1639,250,160,7
1640,250,160,7
1641,250,160,5
1642,250,160,5
1643,250,160,7
1644,250,160,8
1645,250,160,5
1646,250,160,5
1647,250,160,7
1648,250,160,7
1649,250,160,7
1650,250,160,6
1651,250,160,8
1652,250,160,7
1653,250,160,7
1654,250,160,6
1655,250,160,6
1656,250,160,9
1657,250,160,9
1658,250,160,6
1659,250,160,9
1660,250,160,7
1661,250,160,6
1662,250,160,6
1663,250,160,5
1664,250,160,7
1665,250,160,6
1666,250,160,8
1667,250,160,6
1668,250,160,7
1669,250,160,6
1670,250,160,8
1671,250,160,7
1672,250,160,5
1673,250,160,7
1674,250,160,9
1675,250,160,5
1676,250,160,6
1677,250,160,8
1678,250,160,7
1679,250,160,6
1680,250,160,7
1681,250,160,5
1682,250,160,8
1683,250,160,5
1684,250,160,6
1685,250,160,6
1686,250,160,8
1687,250,160,6
1688,250,160,6
1689,250,160,4
1690,250,160,7
1691,250,160,5
1692,250,160,4
1693,250,160,6
1694,250,160,5
1695,250,160,7
1696,250,160,6
1697,250,160,7
1698,250,160,4
1699,250,160,6
1700,250,160,5
1701,250,160,7
1702,250,160,6
1703,250,160,11
1704,250,160,8
1705,250,160,8
1706,250,160,7
1707,250,160,5
1708,250,160,7
1709,250,160,6
1710,250,160,7
1711,250,160,6
1712,250,160,7
1713,250,160,8
1714,250,160,5
1715,250,160,7
1716,250,160,9
1717,250,160,5
1718,250,160,6
1719,250,160,3
1720,250,160,7
1721,250,160,7
1722,250,160,6
1723,250,160,7
1724,250,160,6
1725,250,160,9
1726,250,160,6
1727,250,160,8
1728,250,160,7
1729,250,160,6
1730,250,160,5
1731,250,160,6
1732,250,160,7
1733,250,160,5
1734,250,160,6
1735,250,160,6
1736,250,160,8
1737,250,160,6
1738,250,160,5
1739,250,160,5
1740,250,160,6
1741,250,160,5
1742,250,160,8
1743,250,160,6
1744,250,160,7
1745,250,160,6
1746,250,160,6
1747,250,160,6
1748,250,160,5
1749,250,160,6
1750,250,170,6
1751,250,170,4
1752,250,170,6
1753,250,170,8
1754,250,170,7
1755,250,170,5
1756,250,170,6
1757,250,170,7
1758,250,170,6
1759,250,170,7
1760,250,170,7
1761,250,170,4
1762,250,170,5
1763,250,170,12
1764,250,170,8
1765,250,170,6
1766,250,170,6
1767,250,170,5
1768,250,170,6
1769,250,170,8
1770,250,170,6
1771,250,170,6
1772,250,170,7
1773,250,170,8
1774,250,170,4
1775,250,170,6
1776,250,170,6
1777,250,170,7
1778,250,170,9
1779,250,170,6
1780,250,170,9
1781,250,170,8
1782,250,170,4
1783,250,170,8
1784,250,170,6
1785,250,170,6
1786,250,170,9
1787,250,170,6
1788,250,170,7
1789,250,170,5
1790,250,170,6
1791,250,170,8
1792,250,170,7
1793,250,170,5
1794,250,170,6
1795,250,170,7
1796,250,170,8
1797,250,170,5
1798,250,170,6
1799,250,170,5
1800,250,170,7
1801,250,170,7
1802,250,170,5
1803,250,170,6
1804,250,170,6
1805,250,170,5
1806,250,170,4
1807,250,170,8
1808,250,170,7
1809,250,170,5
1810,250,170,6
1811,250,170,6
1812,250,170,8
1813,250,170,6
1814,250,170,7
1815,250,170,5
1816,250,170,4
1817,250,170,7
1818,250,170,6
1819,250,170,7
1820,250,170,8
1821,250,170,7
1822,250,170,7
1823,250,170,6
1824,250,170,4
1825,250,170,7
1826,250,170,6
1827,250,170,6
1828,250,170,6
1829,250,170,6
1830,250,170,6
1831,250,170,8
1832,250,170,6
1833,250,170,6
1834,250,170,6
1835,250,170,7
1836,250,170,6
1837,250,170,6
1838,250,170,5
1839,250,170,6
1840,250,170,5
1841,250,170,5
1842,250,170,6
1843,250,170,7
1844,250,170,5
1845,250,170,7
1846,250,170,8
1847,250,170,6
1848,250,170,5
1849,250,170,8
1850,250,170,8
1851,250,170,6
1852,250,170,8
1853,250,170,6
1854,250,170,7
1855,250,170,7
1856,250,170,6
1857,250,170,6
1858,250,170,7
1859,250,170,9
1860,250,170,8
1861,250,170,6
1862,250,170,6
1863,250,170,6
1864,250,170,7
1865,250,170,8
1866,250,170,7
1867,250,170,6
1868,250,170,6
1869,250,170,6
1870,250,170,6
1871,250,170,5
1872,250,170,7
1873,250,170,10
1874,250,170,5
1875,250,170,6
1876,250,170,7
1877,250,170,7
1878,250,170,6
1879,250,170,7
1880,250,170,6
1881,250,170,9
1882,250,170,8
1883,250,170,8
1884,250,170,4
1885,250,170,6
1886,250,170,5
1887,250,170,7
1888,250,170,7
1889,250,170,5
1890,250,170,6
1891,250,170,7
1892,250,170,6
1893,250,170,3
1894,250,170,7
1895,250,170,9
1896,250,170,7
1897,250,170,7
1898,250,170,5
1899,250,170,5
1900,250,170,4
1901,250,170,6
1902,250,170,6
1903,250,170,8
1904,250,170,5
1905,250,170,9
1906,250,170,8
1907,250,170,8
1908,250,170,7
1909,250,170,7
1910,250,170,6
1911,250,170,6
1912,250,170,6
1913,250,170,6
1914,250,170,6
1915,250,170,8
1916,250,170,6
1917,250,170,6
1918,250,170,6
1919,250,170,5
1920,250,170,6
1921,250,170,3
1922,250,170,6
1923,250,170,6
1924,250,170,5
1925,250,170,7
1926,250,170,6
1927,250,170,6
1928,250,170,7
1929,250,170,7
1930,250,170,7
1931,250,170,5
1932,250,170,8
1933,250,170,7
1934,250,170,5
1935,250,170,6
1936,250,170,4
1937,250,170,6
1938,250,170,4
1939,250,170,8
1940,250,170,7
1941,250,170,8
1942,250,170,7
1943,250,170,5
1944,250,170,5
1945,250,170,5
1946,250,170,8
1947,250,170,6
1948,250,170,7
1949,250,170,6
1950,250,170,7
1951,250,170,6
1952,250,170,8
1953,250,170,5
1954,250,170,10
1955,250,170,6
1956,250,170,6
1957,250,170,6
1958,250,170,6
1959,250,170,7
1960,250,170,6
1961,250,170,5
1962,250,170,6
1963,250,170,4
1964,250,170,6
1965,250,170,7
1966,250,170,7
1967,250,170,5
1968,250,170,8
1969,250,170,5
1970,250,170,8
1971,250,170,6
1972,250,170,9
1973,250,170,9
1974,250,170,8
1975,250,170,6
1976,250,170,8
1977,250,170,8
1978,250,170,7
1979,250,170,5
1980,250,170,7
1981,250,170,5
1982,250,170,7
1983,250,170,3
1984,250,170,5
1985,250,170,6
1986,250,170,5
1987,250,170,7
1988,250,170,5
1989,250,170,6
1990,250,170,7
1991,250,170,8
1992,250,170,6
1993,250,170,7
1994,250,170,7
1995,250,170,9
1996,250,170,8
1997,250,170,4
1998,250,170,6
1999,250,170,6
2000,250,180,5
2001,250,180,8
2002,250,180,5
2003,250,180,5
2004,250,180,7
2005,250,180,7
2006,250,180,6
2007,250,180,7
2008,250,180,6
2009,250,180,9
2010,250,180,4
2011,250,180,6
2012,250,180,5
2013,250,180,6
2014,250,180,7
2015,250,180,7
2016,250,180,5
2017,250,180,4
2018,250,180,6
2019,250,180,4
2020,250,180,6
2021,250,180,7
2022,250,180,8
2023,250,180,4
2024,250,180,6
2025,250,180,7
2026,250,180,5
2027,250,180,6
2028,250,180,4
2029,250,180,9
2030,250,180,6
2031,250,180,6
2032,250,180,6
2033,250,180,8
2034,250,180,8
2035,250,180,6
2036,250,180,8
2037,250,180,5
2038,250,180,6
2039,250,180,7
2040,250,180,7
2041,250,180,6
2042,250,180,8
2043,250,180,6
2044,250,180,7
2045,250,180,6
2046,250,180,7
2047,250,180,6
2048,250,180,8
2049,250,180,5
2050,250,180,6
2051,250,180,7
2052,250,180,7
2053,250,180,6
2054,250,180,8
2055,250,180,4
2056,250,180,9
2057,250,180,6
2058,250,180,9
2059,250,180,6
2060,250,180,6
2061,250,180,7
2062,250,180,8
2063,250,180,6
2064,250,180,4
2065,250,180,9
2066,250,180,9
2067,250,180,8
2068,250,180,4
2069,250,180,7
2070,250,180,5
2071,250,180,7
2072,250,180,8
2073,250,180,7
2074,250,180,7
2075,250,180,5
2076,250,180,8
2077,250,180,10
2078,250,180,6
2079,250,180,7
2080,250,180,7
2081,250,180,6
2082,250,180,6
2083,250,180,7
2084,250,180,6
2085,250,180,7
2086,250,180,8
2087,250,180,7
2088,250,180,8
2089,250,180,6
2090,250,180,6
2091,250,180,7
2092,250,180,9
2093,250,180,7
2094,250,180,5
2095,250,180,6
2096,250,180,7
2097,250,180,8
2098,250,180,5
2099,250,180,6
2100,250,180,6
2101,250,180,5
2102,250,180,7
2103,250,180,6
2104,250,180,6
2105,250,180,7
2106,250,180,8
2107,250,180,7
2108,250,180,7
2109,250,180,6
2110,250,180,7
2111,250,180,6
2112,250,180,5
2113,250,180,7
2114,250,180,6
2115,250,180,8
2116,250,180,5
2117,250,180,6
2118,250,180,7
2119,250,180,7
2120,250,180,7
2121,250,180,8
2122,250,180,6
2123,250,180,5
2124,250,180,8
2125,250,180,7
2126,250,180,6
2127,250,180,6
2128,250,180,8
2129,250,180,5
2130,250,180,9
2131,250,180,6
2132,250,180,7
2133,250,180,8
2134,250,180,8
2135,250,180,6
2136,250,180,8
2137,250,180,6
2138,250,180,7
2139,250,180,5
2140,250,180,5
2141,250,180,6
2142,250,180,5
2143,250,180,10
2144,250,180,10
2145,250,180,6
2146,250,180,7
2147,250,180,7
2148,250,180,6
2149,250,180,7
2150,250,180,8
2151,250,180,8
2152,250,180,6
2153,250,180,9
2154,250,180,5
2155,250,180,8
2156,250,180,8
2157,250,180,9
2158,250,180,9
2159,250,180,5
2160,250,180,5
2161,250,180,6
2162,250,180,9
2163,250,180,6
2164,250,180,5
2165,250,180,4
2166,250,180,6
2167,250,180,9
2168,250,180,7
2169,250,180,8
2170,250,180,6
2171,250,180,9
2172,250,180,7
2173,250,180,7
2174,250,180,4
2175,250,180,6
2176,250,180,7
2177,250,180,5
2178,250,180,7
2179,250,180,5
2180,250,180,5
2181,250,180,7
2182,250,180,6
2183,250,180,5
2184,250,180,7
2185,250,180,5
2186,250,180,6
2187,250,180,7
2188,250,180,8
2189,250,180,9
2190,250,180,6
2191,250,180,7
2192,250,180,5
2193,250,180,7
2194,250,180,7
2195,250,180,4
2196,250,180,5
2197,250,180,6
2198,250,180,10
2199,250,180,5
2200,250,180,7
2201,250,180,5
2202,250,180,4
2203,250,180,5
2204,250,180,6
2205,250,180,6
2206,250,180,6
2207,250,180,6
2208,250,180,6
2209,250,180,9
2210,250,180,6
2211,250,180,6
2212,250,180,6
2213,250,180,4
2214,250,180,6
2215,250,180,8
2216,250,180,9
2217,250,180,6
2218,250,180,8
2219,250,180,8
2220,250,180,5
2221,250,180,5
2222,250,180,10
2223,250,180,7
2224,250,180,8
2225,250,180,8
2226,250,180,7
2227,250,180,8
2228,250,180,5
2229,250,180,6
2230,250,180,4
2231,250,180,7
2232,250,180,6
2233,250,180,8
2234,250,180,6
2235,250,180,6
2236,250,180,6
2237,250,180,5
2238,250,180,7
2239,250,180,8
2240,250,180,7
2241,250,180,6
2242,250,180,7
2243,250,180,5
2244,250,180,5
2245,250,180,8
2246,250,180,7
2247,250,180,5
2248,250,180,6
2249,250,180,7
2250,250,190,5
2251,250,190,6
2252,250,190,5
2253,250,190,5
2254,250,190,4
2255,250,190,7
2256,250,190,6
2257,250,190,8
2258,250,190,7
2259,250,190,8
2260,250,190,7
2261,250,190,6
2262,250,190,5
2263,250,190,7
2264,250,190,4
2265,250,190,8
2266,250,190,6
2267,250,190,8
2268,250,190,6
2269,250,190,7
2270,250,190,9
2271,250,190,7
2272,250,190,6
2273,250,190,7
2274,250,190,6
2275,250,190,9
2276,250,190,4
2277,250,190,6
2278,250,190,6
2279,250,190,6
2280,250,190,5
2281,250,190,6
2282,250,190,6
2283,250,190,7
2284,250,190,6
2285,250,190,7
2286,250,190,5
2287,250,190,8
2288,250,190,7
2289,250,190,5
2290,250,190,7
2291,250,190,7
2292,250,190,7
2293,250,190,8
2294,250,190,5
2295,250,190,6
2296,250,190,5
2297,250,190,8
2298,250,190,7
2299,250,190,5
2300,250,190,6
2301,250,190,8
2302,250,190,8
2303,250,190,5
2304,250,190,6
2305,250,190,7
2306,250,190,7
2307,250,190,6
2308,250,190,7
2309,250,190,5
2310,250,190,8
2311,250,190,5
2312,250,190,5
2313,250,190,6
2314,250,190,4
2315,250,190,8
2316,250,190,7
2317,250,190,6
2318,250,190,4
2319,250,190,9
2320,250,190,6
2321,250,190,7
2322,250,190,6
2323,250,190,7
2324,250,190,5
2325,250,190,7
2326,250,190,4
2327,250,190,10
2328,250,190,5
2329,250,190,7
2330,250,190,5
2331,250,190,6
2332,250,190,6
2333,250,190,8
2334,250,190,4
2335,250,190,7
2336,250,190,7
2337,250,190,3
2338,250,190,8
2339,250,190,6
2340,250,190,6
2341,250,190,4
2342,250,190,6
2343,250,190,7
2344,250,190,6
2345,250,190,11
2346,250,190,5
2347,250,190,6
2348,250,190,6
2349,250,190,6
2350,250,190,9
2351,250,190,6
2352,250,190,8
2353,250,190,7
2354,250,190,8
2355,250,190,7
2356,250,190,5
2357,250,190,6
2358,250,190,4
2359,250,190,4
2360,250,190,9
2361,250,190,7
2362,250,190,7
2363,250,190,6
2364,250,190,9
2365,250,190,7
2366,250,190,6
2367,250,190,6
2368,250,190,8
2369,250,190,5
2370,250,190,6
2371,250,190,7
2372,250,190,6
2373,250,190,6
2374,250,190,5
2375,250,190,6
2376,250,190,7
2377,250,190,7
2378,250,190,6
2379,250,190,7
2380,250,190,9
2381,250,190,9
2382,250,190,5
2383,250,190,6
2384,250,190,7
2385,250,190,6
2386,250,190,5
2387,250,190,7
2388,250,190,6
2389,250,190,7
2390,250,190,8
2391,250,190,7
2392,250,190,5
2393,250,190,5
2394,250,190,7
2395,250,190,8
2396,250,190,8
2397,250,190,6
2398,250,190,7
2399,250,190,8
2400,250,190,7
2401,250,190,3
2402,250,190,6
2403,250,190,7
2404,250,190,6
2405,250,190,4
2406,250,190,7
2407,250,190,6
2408,250,190,7
2409,250,190,5
2410,250,190,7
2411,250,190,6
2412,250,190,7
2413,250,190,5
2414,250,190,6
2415,250,190,7
2416,250,190,5
2417,250,190,7
2418,250,190,7
2419,250,190,7
2420,250,190,6
2421,250,190,6
2422,250,190,6
2423,250,190,5
2424,250,190,11
2425,250,190,5
2426,250,190,7
2427,250,190,7
2428,250,190,6
2429,250,190,6
2430,250,190,6
2431,250,190,6
2432,250,190,6
2433,250,190,7
2434,250,190,6
2435,250,190,8
2436,250,190,5
2437,250,190,8
2438,250,190,5
2439,250,190,7
2440,250,190,5
2441,250,190,5
2442,250,190,8
2443,250,190,7
2444,250,190,6
2445,250,190,7
2446,250,190,6
2447,250,190,4
2448,250,190,4
2449,250,190,5
2450,250,190,6
2451,250,190,5
2452,250,190,6
2453,250,190,9
2454,250,190,5
2455,250,190,7
2456,250,190,8
2457,250,190,7
2458,250,190,7
2459,250,190,5
2460,250,190,6
2461,250,190,6
2462,250,190,7
2463,250,190,6
2464,250,190,4
2465,250,190,5
2466,250,190,7
2467,250,190,6
2468,250,190,4
2469,250,190,6
2470,250,190,8
2471,250,190,8
2472,250,190,7
2473,250,190,8
2474,250,190,5
2475,250,190,5
2476,250,190,6
2477,250,190,7
2478,250,190,4
2479,250,190,6
2480,250,190,6
2481,250,190,7
2482,250,190,5
2483,250,190,8
2484,250,190,6
2485,250,190,7
2486,250,190,6
2487,250,190,8
2488,250,190,5
2489,250,190,6
2490,250,190,4
2491,250,190,8
2492,250,190,7
2493,250,190,6
2494,250,190,9
2495,250,190,5
2496,250,190,6
2497,250,190,4
2498,250,190,7
2499,250,190,7
